t,seq,err,servo_pwm,pid_select,Midline.k,Midline.b,Forward.k,Forward.b,Forward_2.k,Forward_3.k,RIGHT_duandian,LEFT_duandian,paodao_distance,valid_couter,RIGHT_cnt,LEFT_cnt,Forward_cnt,Forward_cnt_2,Forward_cnt_3,Speed_now,Speed_mubiao,danbian_flag,state_left_cnt,state_right_cnt,state_left_cnt_2,state_right_cnt_2,zhongxian_chuizhi,mode_prev,d_pwm,d_err
18.822,164,350,1720,9,0.25,100,0.5,80,0.45,0.4,831,281,700,447,106,119,60,0,14,7.7,8,1,0,0,0,0,0,9,0.0,0.0
18.936,165,350,1720,9,0.25,100,0.5,80,0.45,0.4,856,256,700,461,143,122,60,0,14,7.4,8,1,0,0,0,0,0,9,0.0,0.0
19.051,166,-8.6,1411,0,0.018,100,0.035,80,0.032,0.028,842,870,700,452,126,112,0,0,0,7.6,8,0,0,0,0,0,50,9,-309.0,-358.6
19.166,167,-4.9,1426,0,-0.043,100,-0.086,80,-0.077,-0.069,839,814,700,442,121,122,0,0,0,7.6,8,0,0,0,0,0,50,0,15.0,3.7
19.281,168,-17,1377,0,-0.02,100,-0.041,80,-0.037,-0.033,826,869,700,456,116,132,0,0,0,8.1,8,0,0,0,0,0,50,0,-49.0,-12.1
19.395,169,-18.2,1372,0,0.037,100,0.075,80,0.067,0.06,834,780,700,462,109,119,0,0,0,8.7,8,0,0,0,0,0,50,0,-5.0,-1.2
19.510,170,-2.6,1435,0,0.003,100,0.005,80,0.005,0.004,813,833,700,451,131,118,0,0,0,8.8,8,0,0,0,0,0,50,0,63.0,15.6
19.625,171,28.2,1558,0,-0.018,100,-0.036,80,-0.032,-0.029,856,802,700,460,110,123,0,0,0,8.3,8,0,0,0,0,0,50,0,123.0,30.8
19.740,172,-0.7,1442,0,-0.026,100,-0.052,80,-0.047,-0.042,841,837,700,456,126,112,0,0,0,8.2,8,0,0,0,0,0,50,0,-116.0,-28.9
19.855,173,-10.9,1401,0,0.007,100,0.014,80,0.013,0.011,847,876,700,456,119,116,0,0,0,8.8,8,0,0,0,0,0,50,0,-41.0,-10.2
19.969,174,-10.3,1404,0,-0.023,100,-0.045,80,-0.041,-0.036,825,840,700,455,116,116,0,0,0,8.6,8,0,0,0,0,0,50,0,3.0,0.6
20.084,175,-14.6,1387,0,0.041,100,0.082,80,0.074,0.066,863,895,700,461,117,125,0,0,0,8.7,8,0,0,0,0,0,50,0,-17.0,-4.3
20.199,176,32.5,1575,0,-0.031,100,-0.061,80,-0.055,-0.049,879,892,700,456,132,111,0,0,0,8.7,8,0,0,0,0,0,50,0,188.0,47.1
20.314,177,5,1465,0,-0.022,100,-0.044,80,-0.04,-0.036,833,834,700,451,124,103,0,0,0,8.5,8,0,0,0,0,0,50,0,-110.0,-27.5
20.428,178,24.3,1542,0,0.03,100,0.059,80,0.053,0.047,869,841,700,454,124,100,0,0,0,8.4,8,0,0,0,0,0,50,0,77.0,19.3
20.543,179,9.1,1481,0,0.075,100,0.149,80,0.134,0.12,803,875,700,449,134,105,0,0,0,8.5,8,0,0,0,0,0,50,0,-61.0,-15.2
20.658,180,2,1453,0,0.038,100,0.075,80,0.068,0.06,845,839,700,446,135,108,0,0,0,8.4,8,0,0,0,0,0,50,0,-28.0,-7.1
20.773,181,10.8,1488,0,-0.032,100,-0.064,80,-0.058,-0.051,867,847,700,449,109,113,0,0,0,7.7,8,0,0,0,0,0,50,0,35.0,8.8
20.887,182,19,1521,0,-0.029,100,-0.057,80,-0.052,-0.046,823,887,700,462,123,108,0,0,0,7.8,8,0,0,0,0,0,50,0,33.0,8.2
21.002,183,-0.8,1442,0,0.032,100,0.063,80,0.057,0.051,874,850,700,449,114,137,0,0,0,7.8,8,0,0,0,0,0,50,0,-79.0,-19.8
21.117,184,0.1,1445,0,-0.029,100,-0.058,80,-0.052,-0.047,838,869,700,448,113,118,0,0,0,8,8,0,0,0,0,0,50,0,3.0,0.9
21.232,185,-20.6,1362,0,-0.033,100,-0.067,80,-0.06,-0.054,871,838,700,460,126,118,0,0,0,8.1,8,0,0,0,0,0,50,0,-83.0,-20.7
21.346,186,26.3,1550,0,0.017,100,0.034,80,0.031,0.027,841,869,700,442,120,116,0,0,0,8.2,8,0,0,0,0,0,50,0,188.0,46.9
21.461,187,-24.3,1348,0,-0.004,100,-0.009,80,-0.008,-0.007,843,839,700,447,119,119,0,0,0,7.7,8,0,0,0,0,0,50,0,-202.0,-50.6
21.576,188,-14,1389,0,0.016,100,0.033,80,0.029,0.026,819,844,700,444,114,129,0,0,0,8.1,8,0,0,0,0,0,50,0,41.0,10.3
21.691,189,-4.7,1426,0,-0.008,100,-0.015,80,-0.014,-0.012,856,877,700,443,109,106,0,0,0,7.5,8,0,0,0,0,0,50,0,37.0,9.3
21.806,190,-10.5,1403,0,-0.022,100,-0.043,80,-0.039,-0.034,858,827,700,453,112,119,0,0,0,7.6,8,0,0,0,0,0,50,0,-23.0,-5.8
21.920,191,20.1,1526,0,0.008,100,0.017,80,0.015,0.013,834,848,700,452,128,109,0,0,0,7.5,8,0,0,0,0,0,50,0,123.0,30.6
22.035,192,-2.6,1435,0,0.028,100,0.057,80,0.051,0.045,837,855,700,443,114,139,0,0,0,7.3,8,0,0,0,0,0,50,0,-91.0,-22.7
22.150,193,-4.9,1425,0,-0.013,100,-0.026,80,-0.024,-0.021,836,846,700,451,140,120,0,0,0,7.5,8,0,0,0,0,0,50,0,-10.0,-2.3
22.265,194,17.4,1514,0,0.007,100,0.014,80,0.012,0.011,865,814,700,449,117,96,0,0,0,7.6,8,0,0,0,0,0,50,0,89.0,22.3
22.379,195,10.6,1487,0,-0.01,100,-0.019,80,-0.017,-0.015,839,844,700,453,107,108,0,0,0,7.6,8,0,0,0,0,0,50,0,-27.0,-6.8
22.494,196,3.5,1459,0,0.004,100,0.007,80,0.007,0.006,841,836,700,449,131,107,0,0,0,7.4,8,0,0,0,0,0,50,0,-28.0,-7.1
22.609,197,18.3,1518,0,0.021,100,0.042,80,0.038,0.034,240,870,700,436,107,113,0,0,0,7.2,8,0,0,0,0,0,50,0,59.0,14.8
22.724,198,-3.9,1429,0,-0.013,100,-0.026,80,-0.023,-0.021,852,797,700,438,113,113,0,0,0,7.4,8,0,0,0,0,0,50,0,-89.0,-22.2
22.838,199,-13.9,1390,0,-0.034,100,-0.069,80,-0.062,-0.055,825,850,700,454,110,110,0,0,0,7.6,8,0,0,0,0,0,50,0,-39.0,-10.0
22.953,200,-11,1401,0,0.011,100,0.022,80,0.02,0.018,799,881,700,443,123,128,0,0,0,7.6,8,0,0,0,0,0,50,0,11.0,2.9
23.068,201,4.1,1461,0,0.026,100,0.053,80,0.047,0.042,853,881,700,449,134,119,0,0,0,8,8,0,0,0,0,0,50,0,60.0,15.1
23.183,202,1,1449,0,-0.023,100,-0.046,80,-0.041,-0.037,843,869,700,455,123,120,0,0,0,7.6,8,0,0,0,0,0,50,0,-12.0,-3.1
23.297,203,-26.5,1339,0,-0.003,100,-0.005,80,-0.005,-0.004,866,831,700,430,126,111,0,0,0,7.7,8,0,0,0,0,0,50,0,-110.0,-27.5
23.412,204,10.5,1487,0,-0.046,100,-0.092,80,-0.083,-0.074,867,844,700,442,113,140,0,0,0,8,8,0,0,0,0,0,50,0,148.0,37.0
23.527,205,-10,1405,0,-0.018,100,-0.035,80,-0.032,-0.028,843,824,700,463,112,100,0,0,0,8.3,8,0,0,0,0,0,50,0,-82.0,-20.5
23.642,206,14.1,1501,0,0.028,100,0.055,80,0.05,0.044,871,879,700,448,106,103,0,0,0,8,8,0,0,0,0,0,50,0,96.0,24.1
23.757,207,11.8,1492,0,-0.017,100,-0.034,80,-0.03,-0.027,907,852,700,456,138,122,0,0,0,7.8,8,0,0,0,0,0,50,0,-9.0,-2.3
23.871,208,-14.6,1387,0,0.009,100,0.019,80,0.017,0.015,884,838,700,458,121,106,0,0,0,7.7,8,0,0,0,0,0,50,0,-105.0,-26.4
23.986,209,-4.6,1427,0,-0.019,100,-0.038,80,-0.034,-0.03,857,853,700,455,104,122,0,0,0,8,8,0,0,0,0,0,50,0,40.0,10.0
24.101,210,10.8,1488,0,0.011,100,0.023,80,0.021,0.018,876,836,700,457,109,96,0,0,0,7.8,8,0,0,0,0,0,50,0,61.0,15.4
24.216,211,12.3,1494,0,-0.018,100,-0.036,80,-0.033,-0.029,842,815,700,440,116,121,0,0,0,7.5,8,0,0,0,0,0,50,0,6.0,1.5
24.330,212,-27.6,1335,0,0.019,100,0.038,80,0.034,0.03,820,823,700,449,104,136,0,0,0,7.7,8,0,0,0,0,0,50,0,-159.0,-39.9
24.445,213,-10.3,1404,0,0.006,100,0.012,80,0.011,0.01,855,885,700,458,112,129,0,0,0,7.6,8,0,0,0,0,0,50,0,69.0,17.3
24.560,214,-9.2,1408,0,-0.009,100,-0.018,80,-0.016,-0.014,897,858,700,467,123,109,0,0,0,7.7,8,0,0,0,0,0,50,0,4.0,1.1
24.675,215,8.8,1480,0,-0.03,100,-0.059,80,-0.053,-0.047,878,880,700,444,121,118,0,0,0,7.6,8,0,0,0,0,0,50,0,72.0,18.0
24.789,216,-11.7,1398,0,0.014,100,0.028,80,0.026,0.023,799,839,700,447,123,105,0,0,0,7.6,8,0,0,0,0,0,50,0,-82.0,-20.5
24.904,217,7.1,1473,0,-0.005,100,-0.009,80,-0.008,-0.007,834,816,700,452,110,118,0,0,0,7.3,8,0,0,0,0,0,50,0,75.0,18.8
25.019,218,12.7,1496,0,0.026,100,0.052,80,0.046,0.041,889,843,700,458,123,129,0,0,0,7.2,8,0,0,0,0,0,50,0,23.0,5.6
25.134,219,0.1,1446,0,0.03,100,0.06,80,0.054,0.048,871,868,700,453,122,120,0,0,0,7.4,8,0,0,0,0,0,50,0,-50.0,-12.6
25.249,220,11.9,1493,0,-0.013,100,-0.026,80,-0.023,-0.02,893,847,700,449,117,138,0,0,0,7.8,8,0,0,0,0,0,50,0,47.0,11.8
25.363,221,-3.7,1430,0,-0.032,100,-0.064,80,-0.057,-0.051,832,842,700,451,129,107,0,0,0,8.3,8,0,0,0,0,0,50,0,-63.0,-15.6
25.478,222,4.2,1462,0,0.017,100,0.034,80,0.03,0.027,895,833,700,452,109,117,0,0,0,8.4,8,0,0,0,0,0,50,0,32.0,7.9
25.593,223,-3.2,1432,0,-0.058,100,-0.116,80,-0.105,-0.093,865,864,700,439,134,120,0,0,0,8.3,8,0,0,0,0,0,50,0,-30.0,-7.4
25.708,224,12.2,1494,0,0.035,100,0.071,80,0.063,0.056,837,870,700,449,119,117,0,0,0,8.2,8,0,0,0,0,0,50,0,62.0,15.4
25.822,225,13.4,1498,0,0.003,100,0.006,80,0.006,0.005,846,843,700,442,114,117,0,0,0,8.2,8,0,0,0,0,0,50,0,4.0,1.2
25.937,226,-6.8,1418,0,-0.003,100,-0.006,80,-0.005,-0.005,835,900,700,453,119,139,0,0,0,8.5,8,0,0,0,0,0,50,0,-80.0,-20.2
26.052,227,-61.1,1201,1,-0.027,100,-0.053,80,-0.048,-0.042,858,858,700,466,111,124,0,0,0,8.4,8,0,0,0,0,0,0,0,-217.0,-54.3
26.167,228,-70.1,1170,1,-0.03,100,-0.06,80,-0.054,-0.048,842,849,700,441,116,104,0,0,0,8.7,8,0,0,0,0,0,0,1,-31.0,-9.0
26.281,229,-85.8,1170,1,-0.033,100,-0.067,80,-0.06,-0.054,841,833,700,454,135,98,0,0,0,8.4,8,0,0,0,0,0,0,1,0.0,-15.7
26.396,230,-89,1170,1,-0.037,100,-0.074,80,-0.066,-0.059,862,826,700,455,120,116,0,0,0,8.1,8,0,0,0,0,0,0,1,0.0,-3.2
26.511,231,-90.7,1170,1,-0.04,100,-0.081,80,-0.073,-0.065,811,865,700,457,132,107,0,0,0,8,8,0,0,0,0,0,0,1,0.0,-1.7
26.626,232,-107.6,1170,1,-0.044,100,-0.088,80,-0.079,-0.07,885,832,700,446,104,118,0,0,0,7.9,8,0,0,0,0,0,0,1,0.0,-16.9
26.740,233,-103.9,1170,1,-0.047,100,-0.094,80,-0.085,-0.076,873,833,700,456,116,118,0,0,0,8,8,0,0,0,0,0,0,1,0.0,3.7
26.855,234,-108.5,1170,1,-0.051,100,-0.101,80,-0.091,-0.081,866,822,700,453,138,131,0,0,0,8.2,8,0,0,0,0,0,0,1,0.0,-4.6
26.970,235,-112.4,1170,1,-0.054,100,-0.108,80,-0.097,-0.087,818,856,700,450,99,111,0,0,0,8.9,8,0,0,0,0,0,0,1,0.0,-3.9
27.085,236,-116.1,1170,1,-0.058,100,-0.115,80,-0.104,-0.092,828,841,700,442,127,112,0,0,0,8.7,8,0,0,0,0,0,0,1,0.0,-3.7
27.200,237,-136.9,1170,1,-0.061,100,-0.122,80,-0.11,-0.098,830,866,700,455,116,120,0,0,0,8.6,8,0,0,0,0,0,0,1,0.0,-20.8
27.314,238,-143.2,1170,1,-0.064,100,-0.129,80,-0.116,-0.103,878,856,700,457,137,120,0,0,0,8.2,8,0,0,0,0,0,0,1,0.0,-6.3
27.429,239,-130.9,1170,1,-0.068,100,-0.136,80,-0.122,-0.109,845,850,700,457,133,106,0,0,0,7.8,8,0,0,0,0,0,0,1,0.0,12.3
27.544,240,-133,1170,1,-0.071,100,-0.143,80,-0.128,-0.114,834,791,700,446,141,119,0,0,0,7.9,8,0,0,0,0,0,0,1,0.0,-2.1
27.659,241,-141.5,1170,1,-0.075,100,-0.15,80,-0.135,-0.12,824,831,700,446,136,126,0,0,0,7.8,8,0,0,0,0,0,0,1,0.0,-8.5
27.773,242,-150,1170,1,-0.078,100,-0.156,80,-0.141,-0.125,862,886,700,442,117,104,0,0,0,8.3,8,0,0,0,0,0,0,1,0.0,-8.5
27.888,243,-154.9,1170,1,-0.082,100,-0.163,80,-0.147,-0.131,886,833,700,444,108,118,0,0,0,8.1,8,0,0,0,0,0,0,1,0.0,-4.9
28.003,244,-500,1170,3,-0.075,100,-0.15,80,-0.135,-0.12,285,834,700,464,106,133,60,12,0,7.8,8,0,0,0,0,0,0,1,0.0,-345.1
28.118,245,-500,1170,3,-0.078,100,-0.156,80,-0.14,-0.125,326,876,700,447,130,121,60,12,0,7.6,8,0,0,0,0,0,0,3,0.0,0.0
28.232,246,-500,1170,3,-0.081,100,-0.162,80,-0.145,-0.129,331,819,700,432,118,116,60,12,0,7.4,8,0,0,0,0,0,0,3,0.0,0.0
28.347,247,-500,1170,3,-0.084,100,-0.167,80,-0.151,-0.134,324,865,700,458,125,115,60,12,0,7.5,8,0,0,0,0,0,0,3,0.0,0.0
28.462,248,-500,1170,3,-0.087,100,-0.173,80,-0.156,-0.138,279,880,700,457,119,110,60,12,0,7.9,8,0,0,0,0,0,0,3,0.0,0.0
28.577,249,-500,1170,3,-0.089,100,-0.179,80,-0.161,-0.143,315,857,700,451,104,125,60,12,0,7.8,8,0,0,0,0,0,0,3,0.0,0.0
28.691,250,-500,1170,3,-0.092,100,-0.185,80,-0.166,-0.148,258,867,700,438,130,142,60,12,0,7.8,8,0,0,0,0,0,0,3,0.0,0.0
28.806,251,-500,1170,3,-0.095,100,-0.19,80,-0.171,-0.152,310,859,700,442,135,108,60,12,0,8.2,8,0,0,0,0,0,0,3,0.0,0.0
28.921,252,-500,1170,3,-0.098,100,-0.196,80,-0.176,-0.157,289,827,700,449,131,105,60,12,0,8,8,0,0,0,0,0,0,3,0.0,0.0
29.036,253,-500,1170,3,-0.101,100,-0.202,80,-0.182,-0.161,323,862,700,456,125,135,60,12,0,8.1,8,0,0,0,0,0,0,3,0.0,0.0
29.151,254,-500,1170,3,-0.104,100,-0.208,80,-0.187,-0.166,285,843,700,446,113,122,60,12,0,7.6,8,0,0,0,0,0,0,3,0.0,0.0
29.265,255,-500,1170,3,-0.107,100,-0.213,80,-0.192,-0.171,289,844,700,440,114,118,60,12,0,7.5,8,0,0,0,0,0,0,3,0.0,0.0
29.380,0,-500,1170,3,-0.11,100,-0.219,80,-0.197,-0.175,302,828,700,455,116,101,60,12,0,8,8,0,0,0,0,0,0,3,0.0,0.0
29.495,1,-500,1170,3,-0.112,100,-0.225,80,-0.202,-0.18,301,831,700,450,134,111,60,12,0,7.9,8,0,0,0,0,0,0,3,0.0,0.0
29.610,2,-500,1170,3,-0.115,100,-0.23,80,-0.207,-0.184,283,824,700,438,124,143,60,12,0,7.6,8,0,0,0,0,0,0,3,0.0,0.0
29.724,3,-500,1170,3,-0.118,100,-0.236,80,-0.213,-0.189,296,822,700,444,139,98,60,12,0,7.6,8,0,0,0,0,0,0,3,0.0,0.0
29.839,4,-500,1170,3,-0.121,100,-0.242,80,-0.218,-0.194,313,854,700,453,126,97,60,12,0,7.7,8,0,0,0,0,0,0,3,0.0,0.0
29.954,5,-500,1170,3,-0.124,100,-0.248,80,-0.223,-0.198,279,875,700,443,114,127,60,12,0,7.7,8,0,0,0,0,0,0,3,0.0,0.0
30.069,8,-500,1170,3,-0.127,100,-0.253,80,-0.228,-0.203,301,846,700,444,138,105,60,12,0,7.6,8,0,0,0,0,0,0,3,0.0,0.0
30.183,9,-500,1170,3,-0.13,100,-0.259,80,-0.233,-0.207,305,903,700,446,130,108,60,12,0,7.4,8,0,0,0,0,0,0,3,0.0,0.0
30.298,10,-500,1170,3,-0.132,100,-0.265,80,-0.238,-0.212,311,866,700,441,131,114,60,12,0,7.9,8,0,0,0,0,0,0,3,0.0,0.0
30.413,11,-500,1170,3,-0.135,100,-0.271,80,-0.244,-0.217,276,825,700,461,139,124,60,12,0,7.7,8,0,0,0,0,0,0,3,0.0,0.0
30.528,12,-500,1170,3,-0.138,100,-0.276,80,-0.249,-0.221,284,857,700,450,116,107,60,12,0,7.5,8,0,0,0,0,0,0,3,0.0,0.0
30.643,13,-500,1170,3,-0.141,100,-0.282,80,-0.254,-0.226,295,850,700,448,113,113,60,12,0,7.6,8,0,0,0,0,0,0,3,0.0,0.0
30.757,14,-500,1170,3,-0.144,100,-0.288,80,-0.259,-0.23,294,808,700,451,115,112,60,12,0,7.6,8,0,0,0,0,0,0,3,0.0,0.0
30.872,15,-500,1170,3,-0.147,100,-0.294,80,-0.264,-0.235,315,883,700,456,112,129,60,12,0,7.5,8,0,0,0,0,0,0,3,0.0,0.0
30.987,16,-500,1170,3,-0.15,100,-0.299,80,-0.269,-0.239,303,831,700,450,114,81,60,12,0,7.6,8,0,0,0,0,0,0,3,0.0,0.0
31.102,17,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,273,878,700,448,118,112,60,12,0,7.6,8,1,0,0,0,0,0,3,0.0,150.0
31.216,18,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,281,850,700,450,118,122,60,12,0,7.6,8,1,0,0,0,0,0,8,0.0,0.0
31.331,19,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,290,831,700,447,134,128,60,12,0,7.6,8,1,0,0,0,0,0,8,0.0,0.0
31.446,20,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,277,860,700,438,106,122,60,12,0,7.6,8,1,0,0,0,0,0,8,0.0,0.0
31.561,21,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,266,814,700,457,131,146,60,12,0,7.3,8,1,0,0,0,0,0,8,0.0,0.0
31.675,22,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,263,764,700,457,126,123,60,12,0,7.3,8,1,0,0,0,0,0,8,0.0,0.0
31.790,23,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,265,823,700,462,132,125,60,12,0,7.1,8,1,0,0,0,0,0,8,0.0,0.0
31.905,24,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,268,852,700,446,128,120,60,12,0,7.4,8,1,0,0,0,0,0,8,0.0,0.0
32.020,25,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,267,870,700,446,105,127,60,12,0,7.5,8,1,0,0,0,0,0,8,0.0,0.0
32.134,26,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,259,809,700,443,108,125,60,12,0,7.5,8,1,0,0,0,0,0,8,0.0,0.0
32.249,27,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,261,858,700,454,120,113,60,12,0,7.5,8,1,0,0,0,0,0,8,0.0,0.0
32.364,28,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,261,844,700,469,116,121,60,12,0,7.7,8,1,0,0,0,0,0,8,0.0,0.0
32.479,29,-350,1170,8,-0.25,100,-0.5,80,-0.45,-0.4,287,832,700,443,117,119,60,12,0,7.7,8,1,0,0,0,0,0,8,0.0,0.0
32.594,30,-420,1170,0,-0.001,100,-0.003,80,-0.002,-0.002,816,844,700,465,127,120,0,0,0,8,8,0,2,0,0,0,50,8,0.0,-70.0
32.708,31,-420,1170,0,0.025,100,0.051,80,0.046,0.041,892,877,700,452,121,121,0,0,0,7.9,8,0,2,0,0,0,50,0,0.0,0.0
32.823,32,-420,1170,0,-0.02,100,-0.039,80,-0.035,-0.031,797,833,700,450,120,101,0,0,0,7.4,8,0,2,0,0,0,50,0,0.0,0.0
32.938,33,-420,1170,0,0.022,100,0.043,80,0.039,0.035,852,892,700,440,130,122,0,0,0,8,8,0,2,0,0,0,50,0,0.0,0.0
33.053,34,-420,1170,0,0.023,100,0.047,80,0.042,0.037,832,835,700,443,119,103,0,0,0,7.8,8,0,2,0,0,0,50,0,0.0,0.0
33.167,35,-420,1170,0,0.014,100,0.029,80,0.026,0.023,848,860,700,443,114,118,0,0,0,7.3,8,0,2,0,0,0,50,0,0.0,0.0
33.282,36,-420,1170,0,0.023,100,0.047,80,0.042,0.037,849,850,700,455,115,129,0,0,0,7.4,8,0,1,0,0,0,50,0,0.0,0.0
33.397,37,-420,1170,0,0.004,100,0.008,80,0.007,0.006,851,863,700,457,123,126,0,0,0,7.8,8,0,1,0,0,0,50,0,0.0,0.0
33.512,38,-420,1170,0,0.031,100,0.063,80,0.056,0.05,849,798,700,450,108,116,0,0,0,8.2,8,0,1,0,0,0,50,0,0.0,0.0
33.626,39,-420,1170,0,0.053,100,0.105,80,0.095,0.084,862,811,700,446,139,107,0,0,0,8.3,8,0,1,0,0,0,50,0,0.0,0.0
33.741,40,-420,1170,0,0.002,100,0.003,80,0.003,0.003,240,840,700,453,136,98,0,0,0,7.7,8,0,1,0,0,0,50,0,0.0,0.0
33.856,41,-420,1170,0,-0.014,100,-0.028,80,-0.026,-0.023,909,861,700,458,125,112,0,0,0,7.7,8,0,1,0,0,0,50,0,0.0,0.0
33.971,42,-420,1170,0,-0.013,100,-0.026,80,-0.023,-0.02,805,901,700,445,123,102,0,0,0,7.6,8,0,1,0,0,0,50,0,0.0,0.0
34.085,43,82.8,1720,2,0.028,100,0.055,80,0.05,0.044,837,852,700,453,126,107,0,0,0,7.6,8,0,0,0,0,0,0,0,550.0,502.8
34.200,44,79.1,1720,2,0.031,100,0.062,80,0.056,0.05,877,861,700,450,112,125,0,0,0,7.3,8,0,0,0,0,0,0,2,0.0,-3.7
34.315,45,79.4,1720,2,0.034,100,0.069,80,0.062,0.055,873,868,700,447,116,119,0,0,0,7.7,8,0,0,0,0,0,0,2,0.0,0.3
34.430,46,101.3,1720,2,0.038,100,0.076,80,0.068,0.061,846,888,700,462,119,121,0,0,0,7.7,8,0,0,0,0,0,0,2,0.0,21.9
34.545,47,84.9,1720,2,0.041,100,0.083,80,0.074,0.066,910,856,700,446,116,88,0,0,0,8.1,8,0,0,0,0,0,0,2,0.0,-16.4
34.659,48,300,1720,3,0.045,100,0.09,80,0.081,0.072,870,874,700,457,112,114,60,12,0,8,8,0,0,0,0,0,0,2,0.0,215.1
34.774,49,300,1720,3,0.048,100,0.096,80,0.087,0.077,817,859,700,453,115,102,60,12,0,7.8,8,0,0,0,0,0,0,3,0.0,0.0
34.889,50,300,1720,3,0.052,100,0.103,80,0.093,0.083,812,856,700,440,116,119,60,12,0,8,8,0,0,0,0,0,0,3,0.0,0.0
35.004,51,124,1720,2,0.055,100,0.11,80,0.099,0.088,821,875,700,445,124,119,0,0,0,8.1,8,0,0,0,0,0,0,3,0.0,-176.0
35.118,52,111.4,1720,2,0.059,100,0.117,80,0.105,0.094,853,846,700,450,115,121,0,0,0,8.1,8,0,0,0,0,0,0,2,0.0,-12.6
35.233,53,134.1,1720,2,0.062,100,0.124,80,0.112,0.099,861,857,700,437,122,122,0,0,0,7.8,8,0,0,0,0,0,0,2,0.0,22.7
35.348,54,123.9,1720,2,0.065,100,0.131,80,0.118,0.105,828,870,700,470,123,125,0,0,0,7.5,8,0,0,0,0,0,0,2,0.0,-10.2
35.463,55,127.6,1720,2,0.069,100,0.138,80,0.124,0.11,857,880,700,461,134,123,0,0,0,7.2,8,0,0,0,0,0,0,2,0.0,3.7
35.577,56,500,1720,4,0.077,100,0.154,80,0.138,0.123,833,330,700,453,130,123,60,0,14,7.5,8,0,0,0,0,0,0,2,0.0,372.4
35.692,57,500,1720,4,0.08,100,0.16,80,0.144,0.128,863,312,700,457,129,124,60,0,14,7.5,8,0,0,0,0,0,0,4,0.0,0.0
35.807,58,500,1720,4,0.083,100,0.165,80,0.149,0.132,820,328,700,456,151,125,60,0,14,7.5,8,0,0,0,0,0,0,4,0.0,0.0
35.922,59,500,1720,4,0.086,100,0.171,80,0.154,0.137,834,312,700,444,117,107,60,0,14,7.3,8,0,0,0,0,0,0,4,0.0,0.0
36.037,60,500,1720,4,0.088,100,0.177,80,0.159,0.141,861,335,700,447,126,103,60,0,14,7.7,8,0,0,0,0,0,0,4,0.0,0.0
36.151,61,500,1720,4,0.091,100,0.183,80,0.164,0.146,845,326,700,443,127,118,60,0,14,7.3,8,0,0,0,0,0,0,4,0.0,0.0
36.266,62,500,1720,4,0.094,100,0.188,80,0.169,0.151,824,313,700,453,110,137,60,0,14,7.2,8,0,0,0,0,0,0,4,0.0,0.0
36.381,63,500,1720,4,0.097,100,0.194,80,0.175,0.155,823,302,700,451,126,105,60,0,14,6.9,8,0,0,0,0,0,0,4,0.0,0.0
36.496,64,500,1720,4,0.1,100,0.2,80,0.18,0.16,853,329,700,462,125,113,60,0,14,6.7,8,0,0,0,0,0,0,4,0.0,0.0
36.610,65,500,1720,4,0.103,100,0.206,80,0.185,0.164,816,315,700,445,135,114,60,0,14,6.6,8,0,0,0,0,0,0,4,0.0,0.0
36.725,66,500,1720,4,0.106,100,0.211,80,0.19,0.169,862,311,700,440,115,115,60,0,14,6.4,8,0,0,0,0,0,0,4,0.0,0.0
36.840,67,500,1720,4,0.108,100,0.217,80,0.195,0.174,856,305,700,445,110,111,60,0,14,6.1,8,0,0,0,0,0,0,4,0.0,0.0
36.955,68,500,1720,4,0.111,100,0.223,80,0.2,0.178,822,322,700,453,117,107,60,0,14,6.2,8,0,0,0,0,0,0,4,0.0,0.0
37.069,69,500,1720,4,0.114,100,0.228,80,0.206,0.183,833,341,700,443,140,119,60,0,14,6.9,8,0,0,0,0,0,0,4,0.0,0.0
37.184,70,500,1720,4,0.117,100,0.234,80,0.211,0.187,865,317,700,444,109,125,60,0,14,7.4,8,0,0,0,0,0,0,4,0.0,0.0
37.299,71,500,1720,4,0.12,100,0.24,80,0.216,0.192,823,327,700,440,122,115,60,0,14,7.9,8,0,0,0,0,0,0,4,0.0,0.0
37.414,72,500,1720,4,0.123,100,0.246,80,0.221,0.197,878,309,700,457,129,110,60,0,14,8.1,8,0,0,0,0,0,0,4,0.0,0.0
37.528,73,350,1720,9,0.25,100,0.5,80,0.45,0.4,834,280,700,440,94,103,60,0,14,8.5,8,1,0,0,0,0,0,4,0.0,-150.0
37.643,74,350,1720,9,0.25,100,0.5,80,0.45,0.4,865,262,700,442,119,111,60,0,14,8.5,8,1,0,0,0,0,0,9,0.0,0.0
